business_id,name,address,city,state,postal,lat,lon,categories,opening_hours,0star,1star,2star,3star,4star,5star,totalreview,negative_count,neutral_count,positive_count,sentiment_score,avg_star_rating
-tdKOhrg4dB3xz1tEYujLw,Local Yoga Cafe,216 E Market St,West Chester,PA,19382,39.9611124,-75.6009773,"Yoga, Food, Cafes, Bakeries, Coffee & Tea, Active Life, Fitness & Instruction, Restaurants","{'Monday': '9:0-19:30', 'Tuesday': '9:0-19:30', 'Wednesday': '9:0-19:30', 'Thursday': '9:0-19:30', 'Friday': '9:0-19:30', 'Saturday': '9:0-15:0'}",0,1,1,0,0,10,12,2,0,10,0.667,4.42
-th4Avj4IeLtcTU3s8c3cA,Waywood Beverage,624 Millers Hl,Kennett Square,PA,19348,39.8522903,-75.6982127,"Beer, Wine & Spirits, Food, Beverage Store","{'Monday': '8:0-17:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '9:0-18:0'}",0,0,0,0,2,2,4,0,0,4,1.0,4.5
-ty6wdbyYZvS6remymbdvg,Carmen's Deli,319 S Black Horse Pike,Haddon Heights,NJ,08035,39.8770417,-75.0837049,"Delis, Bakeries, Restaurants, Breakfast & Brunch, Food","{'Monday': '8:0-15:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-18:0'}",0,4,2,0,2,3,11,6,0,5,-0.091,2.82
-uQx0mht-CxM9OSJM92YdA,Kimi's Ice Cream and Sweets,143 Harbor Village Ln,Apollo Beach,FL,33572,27.7508431,-82.4127617,"Coffee & Tea, Food, Ice Cream & Frozen Yogurt, Desserts","{'Monday': '16:30-21:30', 'Tuesday': '16:30-21:30', 'Wednesday': '16:30-21:30', 'Thursday': '16:30-21:30', 'Friday': '16:30-21:30', 'Saturday': '12:0-21:30', 'Sunday': '12:0-21:30'}",0,2,1,2,13,41,59,3,2,54,0.864,4.53
-ud6EYu7o8sDCH2_zyu8lQ,Farm City Coffee,900 Rosa L Parks Blvd,Nashville,TN,37208,36.1706189,-86.7888584,"Juice Bars & Smoothies, Desserts, Food, Coffee & Tea","{'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-18:0'}",0,3,0,6,8,19,36,3,6,27,0.667,4.11
-uhn-iY4lJvWqoBXDghjZA,Brown's Doughnut  & Pastry,164 Main St,Dublin,PA,18917,40.3748476215,-75.2086225526,"Breakfast & Brunch, Bakeries, Restaurants, Donuts, Food","{'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Friday': '8:0-16:0', 'Saturday': '8:0-16:0', 'Sunday': '8:0-14:0'}",0,1,0,0,1,22,24,1,0,23,0.917,4.79
-ujBP1Dw0j1-Ffaz97-LXQ,Lama Dog Tap Room,116 Santa Barbara St,Santa Barbara,CA,93101,34.4157471,-119.6884801,"Beer, Wine & Spirits, Pubs, Arts & Entertainment, Kombucha, Nightlife, Wineries, Food, Bars, Beer Bar","{'Monday': '0:0-0:0', 'Tuesday': '11:30-17:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-20:0', 'Friday': '11:30-0:0', 'Saturday': '11:30-0:0', 'Sunday': '11:30-22:0'}",0,18,9,10,38,83,158,27,10,121,0.595,4.01
-urxhzobcJtOpgFAyaEIpA,Dairy Queen Grill & Chill,10503 Gibsonton Dr,Riverview,FL,33578,27.8565307446,-82.3308341184,"Food, Restaurants, Ice Cream & Frozen Yogurt, Burgers, Fast Food","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '10:30-22:0'}",0,16,2,4,1,3,26,18,4,4,-0.538,1.96
-utd1de-UUgQKZE4VHVLlw,Superstitions Java,"440 East Golden Valley Rd, Ste G",Reno,NV,89506,39.6041507,-119.8355587,"Food, Coffee & Tea, Coffee Roasteries","{'Monday': '0:0-0:0', 'Tuesday': '6:0-18:0', 'Wednesday': '6:0-16:0', 'Thursday': '6:0-18:0', 'Friday': '6:0-18:0', 'Saturday': '7:0-18:0', 'Sunday': '7:0-18:0'}",0,5,0,2,4,44,55,5,2,48,0.782,4.49
-uueE7987oqW-6OdTEqaLQ,ALDI,4751 Lebanon Pike,Hermitage,TN,37076,36.214269173,-86.5917351135,"Meat Shops, Discount Store, Fruits & Veggies, Grocery, Food, Shopping, Specialty Food, Beer, Wine & Spirits, Organic Stores","{'Monday': '9:0-18:0', 'Tuesday': '8:30-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '8:30-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-20:0', 'Sunday': '9:0-20:0'}",0,0,0,1,1,6,8,0,1,7,0.875,4.63
-uzQNt-3jsRK5okUuJiQLA,Greek Cafe Grill,"4004 Hillsboro Pike, Ste 100",Nashville,TN,37215,36.1039932387,-86.8149184676,"Greek, Fast Food, American (New), Sandwiches, Mediterranean, Cafes, Restaurants, Kebab","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '11:0-20:30'}",0,10,5,3,15,134,167,15,3,149,0.802,4.54
-v0JE4wW_4Xs6C3WT2XgDA,Burger King,2402 N Alvernon Way,Tucson,AZ,85712,32.251002044,-110.909460783,"Restaurants, Fast Food, Food, Burgers","{'Monday': '6:0-23:0', 'Tuesday': '6:0-23:0', 'Wednesday': '6:0-23:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-20:0', 'Saturday': '9:0-21:0'}",0,10,3,0,0,0,13,13,0,0,-1.0,1.23
-v1Ia8G_G00SuygAm6koUg,Wawa,"912-16 Walnut St, Ste 16",Philadelphia,PA,19107,39.9482296,-75.156935,"Restaurants, Convenience Stores, Food, Coffee & Tea, Sandwiches","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",0,6,3,5,7,6,27,9,5,13,0.148,3.15
-vOvKRm0kK6r3moj2l10Lg,Dairy Queen,27329 Wesley Chapel Blvd,Wesley Chapel,FL,33544,28.2387508204,-82.3641230911,"Fast Food, American (Traditional), Restaurants, Ice Cream & Frozen Yogurt, Food, Burgers","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",0,13,5,4,0,4,26,18,4,4,-0.538,2.12
-vXGKRBI9qOtNLoptRyaHQ,Friendly's,9103 Town Center Blvd,Voorhees Township,NJ,08043,39.8519923478,-74.9992798379,"Desserts, Breakfast & Brunch, Food, Restaurants, Burgers, Ice Cream & Frozen Yogurt, American (Traditional)","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '7:0-22:0'}",0,31,3,2,0,7,43,34,2,7,-0.628,1.81
-vbvT-Act1BqND2QfF7vlA,Sonic Drive-In,1565 North Gallatin Pike,MADISON,TN,37115,36.2912299,-86.70274,"Burgers, Fast Food, Ice Cream & Frozen Yogurt, Restaurants, Food","{'Monday': '0:0-0:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-16:0', 'Friday': '6:0-16:0', 'Saturday': '6:0-21:0', 'Sunday': '6:0-21:0'}",0,7,0,0,1,1,9,7,0,2,-0.556,1.78
-veGIq3SvwFMi5ZwMSIqkg,Red Sand Market and Deli,207 W Anapamu St,Santa Barbara,CA,93101,34.420862,-119.706714,"Delis, Food, Beer, Wine & Spirits, Convenience Stores, Grocery, Restaurants","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-0:0', 'Saturday': '8:0-0:0', 'Sunday': '8:0-0:0'}",0,0,1,0,0,4,5,1,0,4,0.6,4.4
-vzxD0FZdJMvaMAtwv-3xg,Sunny's Ice Cream Parlor,3437 Florida Ave,Kenner,LA,70065,30.0194679,-90.240683,"Food, Ice Cream & Frozen Yogurt","{'Monday': '14:0-21:0', 'Tuesday': '14:0-21:0', 'Wednesday': '14:0-21:0', 'Thursday': '14:0-21:0', 'Friday': '14:0-21:0', 'Saturday': '14:0-21:0', 'Sunday': '14:0-21:0'}",0,1,0,2,1,16,20,1,2,17,0.8,4.55
-w31kc6pp2m0fzkTollj5g,Chez Pierre Bakery,2211 Veterans Memorl Blvd,Kenner,LA,70062,30.006347,-90.238261,"Restaurants, Food, Coffee & Tea, Bakeries, Cupcakes","{'Tuesday': '6:0-17:30', 'Wednesday': '6:0-17:30', 'Thursday': '6:0-17:30', 'Friday': '6:0-17:30', 'Saturday': '6:0-17:30', 'Sunday': '7:0-15:0'}",0,2,1,1,2,5,11,3,1,7,0.364,3.64
-wB5H63ERJ9S0oCp_ULR0Q,Dunedin Bagels & Deli,716 Main St,Dunedin,FL,34698,28.0163421,-82.7817959,"Delis, Food, Breakfast & Brunch, Hot Dogs, Restaurants, Bagels, Local Flavor","{'Monday': '0:0-0:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}",0,18,5,3,13,25,64,23,3,38,0.234,3.34
-wDFSijpAhNAuKXnp6q_-A,Taco Bell,3680 N Eagle Rd,Boise,ID,83713,43.638353,-116.354061,"Restaurants, Breakfast & Brunch, Tacos, Mexican, Fast Food, Tex-Mex","{'Monday': '9:0-22:0', 'Tuesday': '9:0-22:0', 'Wednesday': '9:0-22:0', 'Thursday': '9:0-22:0', 'Friday': '9:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '9:0-22:0'}",0,25,1,0,2,2,30,26,0,4,-0.733,1.5
-wDo0EQLaobFdkwizA1i6Q,Happy Brewing,3902 N Illinois St,Indianapolis,IN,46208,39.8265832,-86.159577,"Food, Breweries, Brewpubs, Nightlife, Bars, Restaurants, Pubs","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-20:0'}",0,1,2,3,1,8,15,3,3,9,0.4,3.87
-wFs9EkWuYQXAXa2YMl-Xg,Sabor Mexicali,1000 Mlk Jr St,St. Petersburg,FL,33705,27.7813901445,-82.6463523787,"Food, Food Trucks, Restaurants, Mexican, Tacos","{'Monday': '11:0-19:0', 'Tuesday': '11:30-20:0', 'Wednesday': '11:30-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:30-20:0'}",0,0,0,2,0,2,4,0,2,2,0.5,4.0
-wG5DQxGlSog4ynKrRdQMQ,Goodland Kitchen,231 S Magnolia Ave,Goleta,CA,93117,34.4354294,-119.8280355,"Food, Local Services, Farmers Market, Professional Services, American (New), Restaurants, Shopping","{'Monday': '7:0-14:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0'}",0,8,9,9,18,28,72,17,9,46,0.403,3.68
-whym4hgCa3DWa3vzourCQ,Walgreens,100 Springside Rancocas Rd,Mount Holly,NJ,08060,40.0246307796,-74.85519983,"Cosmetics & Beauty Supply, Photography Stores & Services, Beauty & Spas, Food, Shopping, Convenience Stores, Drugstores","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}",0,1,0,0,1,2,4,1,0,3,0.5,3.75
-wkOhZwDDduWJAFVcBQ0bw,Pop's Homemade Water Ice - Havertown,150 W Eagle Rd,Havertown,PA,19083,39.9848779,-75.3157313,"Ice Cream & Frozen Yogurt, Food","{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-21:0'}",0,1,1,1,1,7,11,2,1,8,0.545,4.09
-wlmZ-b35UJ-GY-59NDxyw,H Mart - Elkins Park,7320 Old York Rd.,Elkins Park,PA,19027,40.0630352,-75.136916,"Food, Pan Asian, Grocery, Korean, Seafood Markets, Food Court, International Grocery, Specialty Food, Restaurants","{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}",0,6,4,3,42,27,82,10,3,69,0.72,3.98
-x-niT6JolhXi6VuKclgxw,Subway,"Callingwood Centre, 6921 172nd St",Edmonton,AB,T5T 5Y1,53.5052105,-113.6191383,"Sandwiches, Restaurants, Fast Food","{'Monday': '7:0-0:0', 'Tuesday': '7:0-0:0', 'Wednesday': '7:0-0:0', 'Thursday': '7:0-0:0', 'Friday': '7:0-0:0', 'Saturday': '9:0-0:0', 'Sunday': '9:0-23:0'}",0,3,0,0,0,1,4,3,0,1,-0.5,2.0
-x2B-rrTqqLMrcnzYuQlpw,Poké Falls,3747 Bruce B Downs Blvd,Wesley Chapel,FL,33544,28.2117427,-82.3543521,"Restaurants, Food, Japanese, Hawaiian, Poke","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-17:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:0'}",0,3,3,7,9,57,79,6,7,66,0.759,4.44
-xUj6GtnPLmf5zwHz7ZILg,QDOBA Mexican Eats,"1107 W Chester Pike, Space B4, West Goshen Town Centre)",West Chester,PA,19382,39.9694321727,-75.5745297292,"Event Planning & Services, Fast Food, Caterers, Restaurants, Mexican","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '11:0-20:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-22:0'}",0,7,1,4,1,4,17,8,4,5,-0.176,2.65
-xV7aMI1PHEaXPLCA5H2ew,Pio's Restaurant and Cocktail Lounge,403 1st Capitol Dr,Saint Charles,MO,63301,38.780593,-90.485965,"Fast Food, Pizza, Nightlife, Italian, Bars, Restaurants, Seafood, Steakhouses, Lounges, Event Planning & Services, Venues & Event Spaces","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '15:0-22:0'}",0,10,9,12,9,15,55,19,12,24,0.091,3.18
-xaY1TlMf20Ol9QLcDSU6Q,French Market,1008 N Peters St,New Orleans,LA,70116,29.9590209,-90.0602077,"Farmers Market, Specialty Food, Shopping Centers, Fruits & Veggies, Fashion, Gift Shops, Used, Vintage & Consignment, Arts & Crafts, Flea Markets, Art Supplies, Food, Flowers & Gifts, Hotels & Travel, Public Markets, Tours, Shopping","{'Monday': '10:0-17:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-17:0'}",0,22,26,93,145,129,415,48,93,274,0.545,3.8
-xgWMTF_F8E85I_XImNEgg,Starbucks,"2810 E 116th St, Ste 100",Carmel,IN,46033,39.9571281,-86.1131065,"Coffee & Tea, Food","{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:30-21:0', 'Sunday': '6:0-22:0'}",0,3,0,2,3,3,11,3,2,6,0.273,3.27
-xgmh7w82mp61c9ZGYEi5A,Evergreen Café,"216 S Mill Rd, Ste 111",Kennett Square,PA,19348,39.8436062558,-75.7205625764,"Food, Juice Bars & Smoothies, Cafes, Restaurants","{'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '7:0-15:0', 'Sunday': '7:0-15:0'}",0,1,0,0,2,9,12,1,0,11,0.833,4.5
-xhTcS5y-7LwHPRfBxJhfw,Honey Baked Ham Company,23310 US Hwy 19 N,Clearwater,FL,33765,27.9849066,-82.7304573,"Food, Specialty Food, Event Planning & Services, Cafes, Sandwiches, Restaurants, Delis, Meat Shops, Caterers","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '10:0-18:0', 'Sunday': '11:0-17:0'}",0,3,0,0,2,4,9,3,0,6,0.333,3.44
-xiLPlI6JVm-W2DFWpN9Sg,Subway,4408 W Hillsborough Ave,Tampa,FL,33614,27.9957458,-82.5188801264,"Sandwiches, Fast Food, Restaurants","{'Monday': '9:0-22:0', 'Tuesday': '9:0-22:0', 'Wednesday': '9:0-22:0', 'Thursday': '9:0-22:0', 'Friday': '9:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '9:0-21:0'}",0,4,0,0,1,1,6,4,0,2,-0.333,2.17
-xtnwq4VBA2XFobjDGz0Ww,Red Lobster,"5870 E Broadway Blvd, Ste E-5 PARK PLACE MALL",Tucson,AZ,85711,32.221079,-110.867993,"Seafood, American (Traditional), Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",0,21,9,9,19,19,77,30,9,38,0.104,3.08
-y05MW4mCci-eSv2yJkzzQ,Popeyes Louisiana Kitchen,4480 Chef Menteur Hwy,New Orleans,LA,70126,30.004826,-90.036717,"American (Traditional), Fast Food, Restaurants, Chicken Wings","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-23:0'}",0,3,1,2,2,1,9,4,2,3,-0.111,2.67
-y5vYOsyL4bSFxeOtQtYbg,AJ's Fine Foods,2805 E Skyline Dr,Tucson,AZ,85718,32.3244248352,-110.9316140628,"Delis, Bakeries, Food, Grocery, Restaurants","{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '6:0-21:0'}",0,15,10,9,39,99,172,25,9,138,0.657,4.15
-y9SJ2UBHqcekg7AnvGOpA,Sydney’s Sweet Shoppe,"8969 E Tanque Verde Rd, Ste 209",Tucson,AZ,85749,32.259984,-110.801098,"Desserts, Bakeries, Food","{'Monday': '0:0-0:0', 'Tuesday': '10:0-16:0', 'Wednesday': '10:0-16:0', 'Thursday': '10:0-16:0', 'Friday': '10:0-16:0', 'Saturday': '10:0-16:0'}",0,0,0,2,2,22,26,0,2,24,0.923,4.77
-yMcp7py0eWNHBUZ6sxvNg,Joe's Crab Shack,410 N. Wilmont Rd.,Tucson,AZ,85711,32.2260768,-110.8573313,"Restaurants, American (Traditional), Seafood","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-0:0'}",0,14,9,4,11,11,49,23,4,22,-0.02,2.92
-yi4ks8BKZ-_xcJYT9WLjQ,Hippie Hi,1106 S Myrtle Ave,Clearwater,FL,33603,27.9540206,-82.7959877,"Local Flavor, Coffee & Tea, Food","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-16:0'}",0,1,1,1,1,6,10,2,1,7,0.5,4.0
-yjeVS1Z2ebMigkEd9jnfQ,RaceTrac,10324 Causeway Blvd,Tampa,FL,33619,27.9235268,-82.3387037,"Food, Gas Stations, Automotive, Convenience Stores","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",0,0,0,0,2,7,9,0,0,9,1.0,4.78
-ylk5qvTnzqTSSb5hGuOXA,Lou's Florist,"2525 S Pasadena Ave, Ste E",South Pasadena,FL,33707,27.7509169828,-82.7433463318,"Shopping, Flowers & Gifts, Event Planning & Services, Florists, Specialty Food, Floral Designers, Wedding Planning, Party Equipment Rentals, Chocolatiers & Shops, Food","{'Monday': '9:0-17:30', 'Tuesday': '9:0-17:30', 'Wednesday': '9:0-17:30', 'Thursday': '9:0-17:30', 'Friday': '9:0-17:30', 'Saturday': '9:0-14:0'}",0,1,0,0,0,17,18,1,0,17,0.889,4.78
-ymffdKa-pkGZa8sDDjSig,Perenn - Midtown,20 Saint Lawrence Ave,Reno,NV,89509,39.5180529,-119.8097184,"Bakeries, Food","{'Monday': '0:0-0:0', 'Wednesday': '7:0-12:0', 'Thursday': '7:0-12:0', 'Friday': '7:0-12:0', 'Saturday': '7:0-12:0', 'Sunday': '7:0-12:0'}",0,0,5,5,9,124,143,5,5,133,0.895,4.76
-yu4koRugjxrnsey25oIuw,OL' Henry Restaurant,8600 Airport Rd,St. Louis,MO,63134,38.7493062,-90.3358309,"Southern, Soul Food, Restaurants","{'Monday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-18:0'}",0,5,4,5,10,16,40,9,5,26,0.425,3.7
-z488XvNmHIn3yv-3N13oA,Wendy's,5640 Franklin Pike Cir,Brentwood,TN,37027,36.0385558,-86.7848161,"Burgers, Restaurants, Fast Food, Hot Dogs","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}",0,8,1,0,2,5,16,9,0,7,-0.125,2.69
-zGlHyBaxib9p7k18i5TSA,Organic Goddess Cafe,1219 Florida Ave,Palm Harbor,FL,34683,28.0782015549,-82.7645599786,"Organic Stores, Restaurants, Food, Active Life, Yoga, Vegetarian, Fitness & Instruction, Vegan, Cafes, Dance Studios, Juice Bars & Smoothies","{'Monday': '0:0-0:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '12:0-18:0'}",0,0,0,0,3,13,16,0,0,16,1.0,4.81
-zJfM9nlw0ljqF8Xpfa9og,C J Wok,741 Burmont Rd,Drexel Hill,PA,19026,39.9502745397,-75.3090035724,"Chinese, Seafood, Restaurants, Japanese","{'Monday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-21:0', 'Sunday': '12:0-21:30'}",0,9,5,3,9,10,36,14,3,19,0.139,3.17
-zMiYFKbO2h6vvs62EJ7Jw,Southern Charm Bakery & Cupcakery,"301 Richard Wilks Rd, Ste 700",White House,TN,37188,36.4706068,-86.6788101,"Bakeries, Food","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-20:0', 'Sunday': '10:0-18:0'}",0,3,1,0,1,2,7,4,0,3,-0.143,2.71
-zUqhVO6iWdCPX7_nkmm0w,Symmetry Acupuncture,520 Mt Rose St,Reno,NV,89509,39.509381,-119.813294,"Sports Medicine, Specialty Food, Traditional Chinese Medicine, Acupuncture, Grocery, Health & Medical, Massage Therapy, Beauty & Spas, Food, Massage, Herbs & Spices, Doctors, Naturopathic/Holistic","{'Monday': '9:0-17:30', 'Tuesday': '9:0-17:30', 'Wednesday': '9:0-17:30', 'Thursday': '9:0-17:30', 'Friday': '9:0-17:30'}",0,0,0,0,0,18,18,0,0,18,1.0,5.0
-zsvmEbkd-K9K2DAAKqiEQ,Salty's Island Bar & Grille,437 S Gulfview Blvd,Clearwater Beach,FL,33767,27.969764,-82.829336,"Mexican, American (New), Seafood, Bars, Sandwiches, Restaurants, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '8:30-16:0', 'Wednesday': '8:30-0:0', 'Thursday': '8:30-0:0', 'Friday': '8:30-1:0', 'Saturday': '8:30-1:0', 'Sunday': '8:30-0:0'}",0,30,21,40,115,257,463,51,40,372,0.693,4.18
-ztdG-hhxduK5Cgk6gTTgg,Angelo's Picnic Pizza & Italian Restaurant,2713 Murfreesboro Rd,Antioch,TN,37013,36.070515,-86.635093,"Pizza, Italian, Restaurants, Sandwiches, Food, Salad, Desserts, Buffets","{'Monday': '0:0-0:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '16:0-21:0'}",0,4,8,8,36,112,168,12,8,148,0.81,4.45
-zzAC2cpeUbr9QTwy59yvg,Wendy's,2638 N. Illinois Avenue,Swansea,IL,62226,38.5427546,-89.9832802,"Burgers, Fast Food, Restaurants","{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-1:0', 'Sunday': '10:0-1:0'}",0,3,1,1,0,1,6,4,1,1,-0.5,2.17
0-2DF7wre9-4Y8PoQEaAcQ,CVS Pharmacy,4685 Gulf Blvd,St.Pete Beach,FL,33706,27.723,-82.7391,"Shopping, Convenience Stores, Health & Medical, Food, Pharmacy, Drugstores","{'Monday': '8:0-22:0', 'Tuesday': '10:0-20:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-23:0', 'Saturday': '8:0-23:0', 'Sunday': '8:0-22:0'}",0,1,1,2,1,1,6,2,2,2,0.0,3.0
0-9PkkpEM53bTgUQo-ls9g,Anthony's Coal Fired Pizza,"321 E Lancaster Ave, Unit F",Wayne,PA,19087,40.0444721,-75.3793381,"Food, Restaurants, Italian, American (Traditional), Pizza","{'Monday': '0:0-0:0', 'Tuesday': '15:0-21:0', 'Wednesday': '15:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:0'}",0,7,9,12,43,38,109,16,12,81,0.596,3.88
